07/31/26 10:58:27,Start Time:,1785466707.7,Duration:,10,Time Precision:,4,Time Adjustment:,0,Target Size:,100

Time Offset,AVDD_I,AVDD_P,AVDD_V,CAM_AFVDD2_2V8_I,CAM_AFVDD2_2V8_P,CAM_AFVDD2_2V8_V,CH15_SPM_I,CH15_SPM_P,CH15_SPM_V,CH23_SPM_I,CH23_SPM_P,CH23_SPM_V,ELVDD_I,ELVDD_P,ELVDD_V,EMI_VDD1_DDR_I,EMI_VDD1_DDR_P,EMI_VDD1_DDR_V,EMI_VDD2H_DDR_I,EMI_VDD2H_DDR_P,EMI_VDD2H_DDR_V,EMI_VDD2L_DDR_I,EMI_VDD2L_DDR_P,EMI_VDD2L_DDR_V,EMI_VDDQ_DDR_I,EMI_VDDQ_DDR_P,EMI_VDDQ_DDR_V,FCAM_AVDD_2P8_I,FCAM_AVDD_2P8_P,FCAM_AVDD_2P8_V,FCAM_DVDD_1P05_I,FCAM_DVDD_1P05_P,FCAM_DVDD_1P05_V,FCAM_VCAMIO_I,FCAM_VCAMIO_P,FCAM_VCAMIO_V,MCAM_AVDD_2P8_I,MCAM_AVDD_2P8_P,MCAM_AVDD_2P8_V,MCAM_DVDD_1V1_I,MCAM_DVDD_1V1_P,MCAM_DVDD_1V1_V,OLED_DVDD_I,OLED_DVDD_P,OLED_DVDD_V,OLED_VCI_I,OLED_VCI_P,OLED_VCI_V,OLED_VDDI_I,OLED_VDDI_P,OLED_VDDI_V,SAR_VDD_1P8_I,SAR_VDD_1P8_P,SAR_VDD_1P8_V,System Messages,,TSP_IO_CON_I,TSP_IO_CON_P,TSP_IO_CON_V,UFS_VCC_2V5_UFS_I,UFS_VCC_2V5_UFS_P,UFS_VCC_2V5_UFS_V,VBB1_BOB_I,VBB1_BOB_P,VBB1_BOB_V,VCAMIO_I,VCAMIO_P,VCAMIO_V,VCAMIO_WIDE_I,VCAMIO_WIDE_P,VCAMIO_WIDE_V,VIO18_PMU_6319_I,VIO18_PMU_6319_P,VIO18_PMU_6319_V,VIO18_PMU_6685_I,VIO18_PMU_6685_P,VIO18_PMU_6685_V,VIO18_PMU_A_G_I,VIO18_PMU_A_G_P,VIO18_PMU_A_G_V,VIO18_PMU_FLICKER_I,VIO18_PMU_FLICKER_P,VIO18_PMU_FLICKER_V,VIO18_PMU_HAC_I,VIO18_PMU_HAC_P,VIO18_PMU_HAC_V,VIO18_PMU_M_I,VIO18_PMU_M_P,VIO18_PMU_M_V,VIO18_PMU_PL_I,VIO18_PMU_PL_P,VIO18_PMU_PL_V,VIO18_PMU_REV_I,VIO18_PMU_REV_P,VIO18_PMU_REV_V,VIO18_PMU_SPK_I,VIO18_PMU_SPK_P,VIO18_PMU_SPK_V,VLEDA_PL_I,VLEDA_PL_P,VLEDA_PL_V,VSYS_6685_I,VSYS_6685_P,VSYS_6685_V,VSYS_AVDD_I,VSYS_AVDD_P,VSYS_AVDD_V,VSYS_CHG_I,VSYS_CHG_P,VSYS_CHG_V,VSYS_DVE_I,VSYS_DVE_P,VSYS_DVE_V,VSYS_ELVDD_I,VSYS_ELVDD_P,VSYS_ELVDD_V,VSYS_FLASH_I,VSYS_FLASH_P,VSYS_FLASH_V,VSYS_HAC_I,VSYS_HAC_P,VSYS_HAC_V,VSYS_PVIN_I,VSYS_PVIN_P,VSYS_PVIN_V,VSYS_REV_I,VSYS_REV_P,VSYS_REV_V,VSYS_SPK_I,VSYS_SPK_P,VSYS_SPK_V,VSYS_VIB_I,VSYS_VIB_P,VSYS_VIB_V,VTP_PMU_I,VTP_PMU_P,VTP_PMU_V,VUFS12_PMU_I,VUFS12_PMU_P,VUFS12_PMU_V,WCAM_AVDD_2P8_I,WCAM_AVDD_2P8_P,WCAM_AVDD_2P8_V,WIDE_DVDD_1P2_I,WIDE_DVDD_1P2_P,WIDE_DVDD_1P2_V
6.396,17.1825,127.056,7394.5,0.015,0,1.5,-0.0175,-0,0.5,-0.035,-0,1.125,8.065,37.0909,4599,2.2925,4.1382,1805.125,7.3975,7.8053,1055.125,3.35,3.0912,922.75,1.7,0.86,505.875,0.015,0,1.375,0.005,0,0.5,0.0125,0.0228,1822.25,0.0325,0,1.5,-0.2,-0.0003,1.375,62.785,81.4949,1298,0.0575,0.1707,2968,8.5425,15.3455,1796.375,0.005,0.0091,1817.25,,,0.4225,0.7603,1799.625,0.0225,0.0002,8.5,4.7,16.5017,3511,0.0325,0.0591,1818.5,0.0275,0.0501,1820.875,10799.3,19024.3169,1761.625,2.6,4.731,1819.625,0.19,0.3458,1820.25,0.0275,0.05,1817.875,-0.6,-1.0917,1819.5,692.0775,1209.9245,1748.25,0.1875,0.3415,1821.25,-0.0025,-0.0046,1824.75,0.25,0.4546,1818.375,0,0,3296.75,1.1,4.341,3946.375,34.205,134.896,3943.75,115.2,455.1264,3950.75,0.8825,3.4826,3946.25,10.7525,42.4428,3947.25,0.015,0.0592,3946.75,0.4,1.5788,3946.875,2.5625,10.1142,3947,0.5,1.9746,3949.125,0.1,0.3951,3951.375,0.0375,0.148,3946,0.21,0.6937,3303.125,0.3175,0.383,1206.25,0.03,0.0001,2,0.015,0,1
6.492,14.2475,,7392.5,-0.0125,,0.875,-0.0225,,2,-0,,1.375,8.1025,,4597.5,1.895,,1801.625,12.1525,,1055.125,3.65,,922.375,2.8,,506.5,-0.01,,1.625,-0.0125,,1.125,0.0125,,1820.25,0,,1.125,0.2,,1.875,49.8825,,1299,0.0775,,2964.125,7.34,,1797.375,-0.005,,1816.125,,,0.575,,1801,-0.01,,3.25,7.85,,3512.875,0.03,,1818.5,0.0275,,1820.875,10798.25,,1762.375,1.75,,1818.125,0.19,,1818.5,0.03,,1820.375,0.65,,1821.375,691.0125,,1746.875,0.1225,,1817.25,0.0225,,1822.25,-0.85,,1818.125,7.7725,,3296.75,1.2,,3946.75,26.7125,,3948.375,128.35,,3948.375,0.8225,,3948,10.8225,,3948,0.1475,,3946.125,-0.5,,3949.5,2.8125,,3949.375,1.2,,3949.625,0.3,,3948,0.0175,,3945.875,0.18,,3302,0.295,,1206.625,0.0075,,1.25,-0.0125,,1.125
6.588,14.795,,7393.375,-0.02,,1.375,-0.0175,,2,-0.0275,,2.375,8.045,,4599,2.0075,,1801.625,5.6025,,1053.125,3.35,,921.875,2.05,,504.875,-0.0125,,1.25,0,,1.625,0.0575,,1821.25,-0.0325,,0.625,0.15,,1.75,48.7925,,1297.5,0.05,,2968.375,6.9375,,1796.625,0.015,,1814.75,,,0.9625,,1800.125,0.0175,,1.75,5.6,,3508.25,0.03,,1817.5,0.0425,,1822,10798.75,,1764.875,1.95,,1819.375,0.19,,1820.875,0.02,,1816.75,0.8,,1820,691.3775,,1747.625,0.2275,,1819.75,0,,1820.375,0.3,,1817.625,4.7975,,3297.5,0.8,,3951.25,29.71,,3947.625,109.25,,3953.375,0.8525,,3949.625,10.73,,3948,0.02,,3950.625,0.15,,3951.625,2.9275,,3951.625,0.15,,3951.75,0.9,,3952.875,0.0475,,3949.375,0.27,,3303.625,0.2975,,1205.375,-0.0025,,1.875,0.0125,,2.875
6.684,14.76,109.1299,7393.625,-0.0275,-0,1.375,0.01,0,3.5,-0.0325,-0,1.375,8.08,37.1468,4597.375,1.725,3.1106,1803.25,9.715,10.2348,1053.5,3.35,3.0874,921.625,1.85,0.9338,504.75,-0.015,-0,1.875,0.0325,0,0.25,0.0375,0.0682,1818.125,0.0125,0,0.5,0.5,0.0007,1.375,49.84,64.7795,1299.75,0.045,0.1335,2967.125,7.75,13.9093,1794.75,0.0425,0.0772,1816.875,,,2.095,3.771,1800,0.0125,0,1.125,5.2,18.2494,3509.5,-0.0025,-0.0045,1819.25,0.025,0.0455,1821.5,10798.75,19039.5461,1763.125,2.1,3.8186,1818.375,0.1775,0.323,1819.625,0.0325,0.059,1816.875,0.4,0.7277,1819.125,691.8,1209.9582,1749,0.12,0.2187,1822.375,-0.0125,-0.0227,1818.25,0.95,1.727,1817.875,0.0175,0.0578,3300.375,2.25,8.8852,3949,29.8375,117.8432,3949.5,110.25,435.6667,3951.625,0.9125,3.6048,3950.5,10.895,43.0121,3947.875,0.0425,0.1678,3948.375,-0.2,-0.7899,3949.25,2.6475,10.451,3947.5,0.25,0.9877,3950.875,0.75,2.9632,3950.875,0.03,0.1184,3947.25,3.9425,13.0147,3301.125,0.29,0.3498,1206.25,-0.0125,-0,2.625,0.0275,0,1.375
6.78,13.085,96.7783,7396.125,-0.0175,-0,1,-0.045,-0.0001,2,-0.0125,-0,1.625,8.0975,37.2394,4598.875,2.2025,3.9678,1801.5,8.0075,8.4369,1053.625,3.35,3.0904,922.5,1.25,0.6297,503.75,-0.0375,-0,0.5,-0.02,-0,0.875,0.0275,0.0501,1821.375,-0.0175,-0,1,0.15,0.0001,0.75,46.235,60.0824,1299.5,0.1175,0.3487,2967.25,6.9075,12.4119,1796.875,0.0125,0.0227,1816.5,,,3.4425,6.1991,1800.75,0.035,0.0001,4,12.5,43.8516,3508.125,0.06,0.1091,1818.375,0.0125,0.0228,1820.25,10798.6,19048.7304,1764,1.4,2.5476,1819.75,0.1775,0.3227,1818,0.045,0.0818,1818.5,-0.25,-0.4559,1823.75,692.085,1209.9376,1748.25,0.1425,0.2591,1818,0.055,0.1002,1821.25,0.25,0.4549,1819.5,0.035,0.1153,3295.625,0.95,3.7477,3945,29.075,114.7009,3945,122.1,481.8829,3946.625,0.9275,3.6614,3947.625,10.9275,43.1104,3945.125,0.0825,0.3255,3945.25,-0.1,-0.3946,3946.125,2.9875,11.7913,3946.875,0.55,2.1693,3944.25,0.7,2.764,3948.625,0.025,0.0986,3945.625,0.28,0.9253,3304.75,0.3275,0.3952,1206.75,-0.015,-0,2.5,0.0225,0,1.125
6.876,16.94,125.2544,7394,-0.0125,-0,0.75,-0.025,-0.0001,2.375,0.0075,0,1.375,8.0275,36.9215,4599.375,2.1875,3.943,1802.5,10.09,10.626,1053.125,3.4,3.1357,922.25,1.15,0.5802,504.5,0.005,0,1.5,0.025,0,1.125,-0.0025,-0.0046,1820.875,0.015,0,1.375,0.15,0.0001,0.875,59.6775,77.4689,1298.125,0.0775,0.23,2967.5,8.5875,15.436,1797.5,0.0175,0.0318,1815.75,,,0.7275,1.3098,1800.375,0.0025,0,1.75,13.8,48.4363,3509.875,-0.0025,-0.0045,1816,-0.0325,-0.0592,1820.25,10798.75,19047.6452,1763.875,1.9,3.4547,1818.25,0.1575,0.2865,1819,0.01,0.0182,1820,-0.35,-0.6372,1820.625,692.1675,1210.4279,1748.75,0.2175,0.3956,1818.625,0.015,0.0273,1819.375,1.3,2.3626,1817.375,0.015,0.0495,3300,0.55,2.1697,3944.875,33.9075,133.6464,3941.5,123.8,488.8088,3948.375,0.88,3.4725,3946,10.7775,42.5132,3944.625,0.045,0.1774,3943.25,-0.25,-0.9862,3944.625,2.8575,11.2728,3945,0.35,1.3805,3944.375,0.4,1.5786,3946.5,0.0825,0.3255,3945.75,0.215,0.7103,3303.625,0.3475,0.4192,1206.375,0.0175,0,1.75,0.0125,0,0.5
6.972,12.7525,94.2569,7391.25,0.0275,0,0.75,-0.02,-0,1.375,-0.045,-0.0001,1.5,8.0625,37.0865,4599.875,2.0125,3.6258,1801.625,6.59,6.9475,1054.25,1.9,1.748,920,1.2,0.6064,505.375,0.03,0,1.375,-0.005,-0,1.875,0.0275,0.0501,1821.375,0,0,1.125,0.1,0.0002,1.75,45.1525,58.5346,1296.375,0.0575,0.1706,2967,6.9375,12.471,1797.625,0.025,0.0454,1815.625,,,0.685,1.2343,1801.875,-0.0125,-0,2.25,9.55,33.5312,3511.125,0.0025,0.0045,1819.375,0.0075,0.0137,1821.875,10797.4,19052.0123,1764.5,1.55,2.8187,1818.5,0.155,0.2816,1817,-0.0275,-0.05,1817.625,-0.45,-0.8189,1819.75,691.5325,1208.1073,1747,0.07,0.1274,1819.625,0.015,0.0273,1821.125,0.6,1.0903,1817.125,0.005,0.0165,3299.25,2.15,8.4925,3950,26.585,105.034,3950.875,113.8,449.8372,3952.875,0.8875,3.508,3952.625,10.9525,43.261,3949.875,-0.02,-0.079,3948.25,0.1,0.3952,3951.875,2.7175,10.7406,3952.375,0.7,2.7634,3947.75,0.65,2.5669,3949,0.08,0.3159,3948.875,0.27,0.8916,3302.375,0.3575,0.4308,1205.125,-0.0175,-0,0.875,0,0,0.5
7.068,14.7525,,7393.375,0,,2.25,-0.045,,2,-0.0375,,2,8.0325,,4596.875,1.745,,1804.25,9.865,,1053.75,3.35,,920.875,0.7,,504.875,0.0025,,0.75,0.0225,,0.25,0.02,,1820,-0.025,,1.375,-0.75,,2.25,54.52,,1296.125,0.04,,2967.125,7.6875,,1798.25,-0.025,,1816.125,,,0.4175,,1800.875,0.01,,2.25,4.05,,3512.5,0.0175,,1820,0.01,,1820.5,10798.95,,1763.5,1.85,,1817.75,0.2075,,1819.25,0.0175,,1817.75,-0.1,,1819,691.6525,,1748.25,0.215,,1820.5,-0.0075,,1819.5,0.65,,1819.5,0.0575,,3297,0.8,,3951.625,29.535,,3948.625,108.7,,3953.125,0.91,,3950.125,10.78,,3949.75,0.0225,,3950,-0.25,,3951.625,2.9825,,3950.5,0.8,,3947.125,0.5,,3951.75,0.075,,3951.125,0.1875,,3303.5,0.3175,,1203.75,-0.01,,1.375,-0.0125,,1
7.164,12.7775,94.4896,7395,0.005,0,1.875,-0.045,-0.0001,3.25,-0.0275,-0,1.375,8.0075,36.8145,4597.5,1.6725,3.0141,1802.125,7.055,7.4448,1055.25,3.5,3.2274,922.125,0.2,0.101,505,-0.0075,-0,0.625,0.0025,0,2,-0.0225,-0.041,1822.5,0.0375,0,0.75,-0.05,-0.0001,2.5,50.7575,65.9403,1299.125,0.0525,0.1558,2967.75,7.695,13.8154,1795.375,0.04,0.0727,1817.25,,,1.7275,3.1101,1800.375,-0.0225,-0.0001,2.5,5.25,18.419,3508.375,0.01,0.0182,1818.25,0.0375,0.0683,1822.25,10799.45,19042.1302,1763.25,1.15,2.0919,1819,0.2075,0.3774,1819,-0.0175,-0.0318,1818.375,0.15,0.2732,1821.125,691.575,1208.0951,1746.875,0.22,0.4005,1820.5,-0.0225,-0.0409,1819,0.85,1.5459,1818.75,0.0025,0.0082,3295.25,1.55,6.1237,3950.75,25.9075,102.3281,3949.75,113.65,449.0169,3950.875,0.8125,3.2098,3950.5,10.8025,42.6807,3951,0.1025,0.4047,3948.625,-0.25,-0.9876,3950.25,2.94,11.6163,3951.125,0.6,2.3692,3948.625,0.5,1.9753,3950.5,0.07,0.2765,3950.25,1.945,6.4219,3301.75,0.31,0.3732,1204,0,0,1.625,-0.0075,-0,1.375
7.26,14.735,108.9009,7390.625,-0.0075,-0,1.375,-0.02,-0,2,-0.0075,-0,0.875,8.075,37.1511,4600.75,2.0925,3.7751,1804.125,8.795,9.2567,1052.5,3.05,2.8033,919.125,1.5,0.7616,507.75,-0.025,-0,1.625,0.0475,0,0.75,0.0275,0.0501,1822.125,0.015,0,1,-0.25,-0.0002,0.875,49.5,64.2634,1298.25,0.0925,0.2746,2968.875,7.6775,13.807,1798.375,0.0475,0.0863,1817.625,,,3.295,5.9277,1799,0.005,0,0.5,4.8,16.842,3508.75,0.045,0.0819,1819.625,-0.01,-0.0182,1821.125,10798.55,19051.3418,1764.25,1.7,3.0925,1819.125,0.1875,0.3406,1816.375,0.0025,0.0045,1817.5,-0.05,-0.0911,1821,691.72,1209.1266,1748,0.1,0.1821,1821.25,0.02,0.0364,1820.25,0.65,1.182,1818.5,0.005,0.0165,3300.875,1.4,5.5223,3944.5,29.6175,116.767,3942.5,138.7,547.5876,3948,0.855,3.3734,3945.5,10.815,42.6855,3946.875,0,0,3947.125,-0.95,-3.7495,3946.875,3.075,12.1413,3948.375,0.25,0.9865,3946,1,3.9476,3947.625,0,0,3945.875,2.9275,9.671,3303.5,0.32,0.3856,1204.875,0.0025,0,1.25,0.035,0,0
7.356,15.3875,113.7925,7395.125,-0.005,-0,1.125,0.005,0,0.75,-0.0175,-0,1.75,8.115,37.33,4600.125,1.9525,3.5189,1802.25,10.75,11.3399,1054.875,4.05,3.7321,921.5,1.45,0.7317,504.625,-0.0025,-0,1.125,-0.0125,-0,1.25,0.0225,0.041,1822.25,0.0175,0,0.25,-0.25,-0.0003,1,58.9425,76.5884,1299.375,0.045,0.1336,2968.625,8.605,15.4729,1798.125,-0.015,-0.0273,1818.125,,,1.2825,2.3095,1800.75,-0.0125,-0,0.5,9.15,32.1142,3509.75,0.05,0.091,1820,0.025,0.0455,1819.625,10799.25,19047.1772,1763.75,2.1,3.8212,1819.625,0.195,0.3545,1818.125,0.01,0.0182,1818.5,0.15,0.273,1820,691.595,1208.6487,1747.625,0.195,0.3551,1821.25,0.04,0.0728,1821,0.4,0.7268,1817,0.015,0.0495,3299.5,1.9,7.4981,3946.375,29.395,115.9927,3946,116.65,460.6071,3948.625,0.915,3.6116,3947.125,10.7975,42.6191,3947.125,0.0225,0.0888,3945.75,0.25,0.9874,3949.625,3.085,12.1753,3946.625,0.4,1.5782,3945.375,0.65,2.5679,3950.625,0.06,0.2366,3943.625,0.2375,0.7844,3302.625,0.3075,0.3707,1205.5,-0.0175,-0,2.25,0.0175,0,0
7.452,14.455,106.8947,7395,0.04,0.0001,1.5,0.02,0,2.375,-0.01,-0,1.25,8.07,37.1008,4597.375,2.045,3.6856,1802.25,7.17,7.5644,1055,2.2,2.0273,921.5,1,0.5055,505.5,-0.02,-0,1.625,-0.0325,-0,1.125,0.02,0.0364,1820.875,-0.01,-0,1.375,0.5,0.0006,1.125,46.6675,60.6619,1299.875,0.0425,0.126,2965.875,6.9025,12.4003,1796.5,0.025,0.0455,1818.625,,,0.69,1.2436,1802.375,-0.0025,-0,2,7.45,26.1365,3508.25,0.0725,0.1319,1818.75,0.045,0.0819,1820.375,10798.45,19034.9677,1762.75,2.2,4.0032,1819.625,0.22,0.3999,1817.875,0.03,0.0546,1818.75,0.2,0.3644,1821.75,691.7875,1210.0228,1749.125,0.0975,0.1773,1818.5,-0.005,-0.0091,1818.875,-0.25,-0.4546,1818.375,0.045,0.1484,3297.875,1.35,5.332,3949.625,29.6975,117.2494,3948.125,122.55,484.1644,3950.75,0.8825,3.4857,3949.75,10.8975,43.0083,3946.625,0.115,0.4543,3950,0.95,3.7511,3948.5,2.9525,11.665,3950.875,1,3.9471,3947.125,0.05,0.1975,3950.125,0.085,0.3356,3948.125,0.225,0.7435,3304.25,0.3325,0.4005,1204.625,0.0325,0.0001,2.5,0.0375,0.0001,1.75
7.548,14.6725,,7393.375,-0.02,,0.5,0,,4.125,0.025,,0.5,8.055,,4599,1.7075,,1802.25,9.42,,1053.625,2.45,,921.125,1.75,,503.25,-0.0125,,0.875,-0.0025,,0.25,0.0225,,1822.75,0.0325,,2,-0.4,,2.5,51.9075,,1297.875,0.0525,,2968.125,7.7,,1797.5,-0.0075,,1817.5,,,0.4175,,1801,-0.04,,1.625,3.6,,3512.5,0.0225,,1819.125,0.075,,1821.25,10799.45,,1764.875,1.55,,1817.75,0.1925,,1818.5,0.025,,1819.125,0.6,,1820.375,692.165,,1747.125,0.15,,1821,0.0275,,1818.125,0.25,,1817.125,0.02,,3298.875,0.85,,3950.75,29.4575,,3950.25,103.9,,3953,0.8675,,3950.875,10.785,,3951.5,0.0475,,3950.5,0.65,,3951.125,2.815,,3952.5,0.8,,3955.375,0.1,,3954.25,0.05,,3949.25,0.2,,3305.25,0.2775,,1203.375,0.0175,,2.25,0.0125,,0.75
7.644,13.35,,7395.5,0.0175,,1.375,-0.0175,,0.75,-0.02,,1.375,8.075,,4597.25,2.0525,,1803.125,7.4,,1053.625,3.55,,921.625,-0.05,,504.875,-0.01,,0.75,0.0025,,0.75,0.0225,,1820.625,0.0075,,1,0.3,,1.625,45.115,,1300.75,0.0725,,2968.5,6.9125,,1796.875,0.01,,1817.5,,,3.095,,1802,0.02,,0.75,4.4,,3511.625,0.0225,,1820.25,0,,1821.625,10799.95,,1761.625,2,,1820.25,0.1975,,1820.5,0.0175,,1817,1.2,,1820,691.57,,1748.375,0.23,,1821.25,0.035,,1821.875,0.8,,1820.25,0.03,,3299.875,0.95,,3948.25,26.5675,,3947,115.65,,3951.625,0.91,,3950.125,10.8325,,3948.125,0.015,,3949.75,-0.6,,3948.375,2.78,,3950.75,0.5,,3951.375,0.85,,3950,0.0375,,3950.375,2.515,,3301.625,0.3025,,1204.625,-0.01,,1.5,0.0025,,2
7.74,14.7175,108.8286,7394.5,0.0025,0,1.5,-0.0625,-0.0001,1.375,-0.04,-0.0001,2.375,8.01,36.842,4599.5,2.3075,4.1578,1801.875,9.2125,9.7134,1054.375,3.3,3.0257,916.875,1.85,0.934,504.875,0.0125,0,1.625,-0.01,-0,0.5,-0.0275,-0.0501,1821.25,-0.01,-0,1.125,0.2,0.0004,2,54.5125,70.7572,1298,0.06,0.1781,2968.125,7.67,13.7744,1795.875,0.005,0.0091,1816.625,,,3.6825,6.6322,1801,-0.005,-0,2.25,7.3,25.613,3508.625,0.0125,0.0228,1820.375,0.0225,0.041,1820.625,10799.7,19046.6209,1763.625,1.9,3.4563,1819.125,0.19,0.3457,1819.625,0.02,0.0363,1816.375,0.3,0.5465,1821.625,691.425,1209.2159,1748.875,0.0775,0.1411,1820.25,-0.0225,-0.041,1823.375,0.5,0.9094,1818.75,0.0425,0.1403,3300.375,1.95,7.6937,3945.5,29.555,116.5464,3943.375,121.5,479.3782,3945.5,0.85,3.353,3944.75,10.83,42.7027,3943,0.035,0.1381,3945.5,0.8,3.1565,3945.625,3.4675,13.6836,3946.25,0.2,0.7896,3947.75,1.4,5.5261,3947.25,0.03,0.1184,3947.875,0.5025,1.6596,3302.625,0.3075,0.3712,1207.125,0.0225,0,1.5,-0.0425,-0,0.875
7.836,15.0425,111.2393,7395,0.025,0.0001,2.5,0,0,1.875,-0.06,-0.0001,2.125,8.0425,36.9925,4599.625,2.2225,4.008,1803.375,9.6125,10.1316,1054,3.75,3.4523,920.625,1.8,0.9097,505.375,0.0175,0,0.25,0.02,0,1,0.0125,0.0228,1823.75,-0.0025,-0,0.875,-0.75,-0.0022,2.875,53.605,69.5391,1297.25,0.0975,0.2893,2966.875,7.7125,13.8507,1795.875,0.0375,0.0681,1816,,,1.92,3.4608,1802.5,-0.0275,-0.0001,1.875,9.85,34.5637,3509,0.0325,0.0591,1818.375,0.045,0.082,1821.75,10800.55,19044.0698,1763.25,2.1,3.8199,1819,0.17,0.3094,1819.75,0.01,0.0182,1819.5,-0.35,-0.638,1822.75,692.54,1209.5211,1746.5,0.1875,0.3411,1819.25,-0.01,-0.0182,1818.625,0.25,0.4545,1818.125,0,0,3301.875,0.45,1.7763,3947.25,30.005,118.2947,3942.5,118,465.8345,3947.75,0.86,3.3956,3948.375,10.8225,42.7002,3945.5,0.0225,0.0887,3941.875,-0.15,-0.5921,3947.25,2.8425,11.2268,3949.625,0.2,0.789,3944.875,0.6,2.3686,3947.625,-0.0275,-0.1084,3941.875,0.2475,0.8174,3302.75,0.3175,0.3831,1206.75,-0.0175,-0,1.625,0.0125,0,1.125
7.932,14.8125,109.5181,7393.625,-0.0075,-0,1.375,-0.04,-0.0001,2.125,-0.0425,-0.0001,1.625,8.08,37.1518,4598,2.1,3.7866,1803.125,11.28,11.8863,1053.75,4.2,3.8703,921.5,1.95,0.9865,505.875,-0.025,-0,0.25,0.015,0,1.5,0.0475,0.0866,1822.625,-0.03,-0,1.5,0.15,0.0001,0.75,52.615,68.3535,1299.125,0.0275,0.0816,2966.75,7.7475,13.9232,1797.125,0.0525,0.0954,1817.625,,,1.125,2.0265,1801.375,-0.01,-0,2.625,7.7,27.027,3510,0.0375,0.0682,1818.875,0.0175,0.0319,1820.625,10799.3,19054.0149,1764.375,2.65,4.8177,1818,0.1625,0.2957,1819.625,0.0025,0.0045,1819.125,-0.4,-0.7286,1821.5,692.86,1211.8987,1749.125,0.2075,0.3783,1823,-0,-0,1823,-0.25,-0.454,1815.875,0.0375,0.1236,3296.125,0.55,2.1715,3948.125,29.86,117.9246,3949.25,116.85,461.4991,3949.5,0.9175,3.6241,3950,10.77,42.5173,3947.75,0.03,0.1184,3948.25,-1.15,-4.5422,3949.75,2.86,11.3006,3951.25,0.5,1.9748,3949.5,-0.05,-0.1975,3949.125,0.075,0.2962,3949,0.215,0.7102,3303.375,0.335,0.4047,1208.125,0.035,0,0.875,0.0025,0,1
8.028,14.8075,109.4922,7394.375,0,0,0.75,0.0175,0,0.75,-0.0525,-0.0001,2.125,8.075,37.145,4600,1.695,3.0544,1802,9.135,9.6203,1053.125,3.15,2.9114,924.25,2.2,1.1129,505.875,0.015,0,0.75,0.0325,0,0.625,0.045,0.082,1822,-0.0375,-0,0.25,0.45,0.0008,1.75,52.1675,67.7265,1298.25,0.0825,0.245,2969.5,7.6725,13.7827,1796.375,0,0,1815.625,,,1.82,3.276,1800,0.02,0,1.375,4.7,16.4988,3510.375,0.025,0.0455,1820.625,0.005,0.0091,1822.625,10799.85,19048.2354,1763.75,1.9,3.4575,1819.75,0.18,0.3273,1818.5,0.015,0.0273,1820,-0.2,-0.3639,1819.25,691.6675,1208.516,1747.25,0.1125,0.2048,1820.125,0.0175,0.0319,1820.125,1,1.8191,1819.125,0.0275,0.0908,3303.625,1.4,5.5337,3952.625,25.1575,99.3564,3949.375,104.4,412.902,3955,0.8025,3.1713,3951.75,10.8625,42.9123,3950.5,-0.0375,-0.1482,3951.875,-0.85,-3.3577,3950.25,2.9,11.4626,3952.625,0.75,2.9642,3952.25,0.25,0.9882,3952.625,0,0,3949.75,0.2775,0.9161,3301.375,0.355,0.428,1205.625,-0.0175,-0,1.375,-0.025,-0,1.625
8.124,14.8175,,7393.375,-0.035,,2.125,-0.0325,,1.125,-0.0275,,1.375,8.08,,4598.75,1.95,,1803.875,8.0175,,1055.625,2.25,,922.75,1.75,,504.875,-0.025,,1.375,-0.0225,,2.125,0.0025,,1821.125,0.005,,0.25,-0.45,,1.375,44.505,,1298.375,0.11,,2968.125,7.6575,,1798,0.0225,,1815,,,1.6675,,1803.625,0.0025,,2,4.6,,3512.375,0.0525,,1816.375,0.01,,1821.5,10799.05,,1762.75,1.5,,1819,0.1725,,1819.375,-0.0125,,1816.125,-0.45,,1821.875,693.4075,,1747.375,0.2125,,1821.25,0.0275,,1819.5,0.85,,1819,0.005,,3300.375,1.35,,3949.5,30.04,,3948,116.9,,3949,0.89,,3951.25,10.815,,3948.875,0.0575,,3951.875,0,,3949.25,2.86,,3949.75,0.1,,3947,0.8,,3949,0.055,,3949.625,2.5925,,3303.125,0.305,,1206.75,-0.0325,,1.125,-0.0175,,0.875
